Chromosome	Start	Stop	Strand	Gene Symbol	gene_biotype	gene_name	gene_source	RPI12_S5	RPI44_S20	RPI30_S11	RPI47_S22	RPI8_S3	RPI10_S4	RPI45_S21	RPI5_S2	RPI1_S1	RPI25_S7	RPI27_S9	RPI29_S10	RPI32_S13	RPI38_S15	RPI36_S14	RPI43_S19	RPI26_S8	RPI42_S18	RPI31_S12	RPI39_S16	RPI40_S17	RPI16_S6
3	161465743	161498952	-	Ncoa5	protein_coding	Ncoa5	ensembl	930.08	853.756	705.246	845.994	885.794	836.624	853.441	703.106	817.073	785.775	761.816	739.484	929.795	737.04	805.84	721.692	800.319	930.428	925.299	941.343	898.736	697.494
3	150919317	150960031	-	Ncoa6	protein_coding	Ncoa6	ensembl	1114.5	802.88	944.579	732.206	728.079	1022.64	934.418	1068.34	922.502	849.76	1008.12	959.933	1008.61	950.058	985.374	955.152	938.836	776.441	1020.75	754.76	815.732	1093.37
1	29225707	29385200	+	Ncoa7	protein_coding	Ncoa7	ensembl	334.948	279.816	394.31	406.671	291.664	396.101	344.834	383.129	364.883	276.144	345.586	339.511	288.039	420.709	359.068	360.362	391.951	392.558	333.108	427.336	347.282	321.579
10	48629121	48772891	-	Ncor1	protein_coding	Ncor1	ensembl	1748.51	1456.31	1743.01	1654.39	1209.86	1737.11	1709.61	1723.03	1535.31	1377.35	1756.57	1643.61	1550.91	1743.55	1660.17	1681.69	1685.8	1647.23	1647.03	1491.46	1454.01	1774.23
12	36871999	37033702	+	Ncor2	protein_coding	Ncor2	ensembl	1295.93	1224.98	1066.2	1242.77	750.765	1080.02	1360.24	1013.6	976.046	971.001	1231.5	1020.4	1257.24	1157.75	1150.47	1129.52	1035.29	1157.07	1172.69	1161.64	1098.15	1217.56
1	73179013	73226778	-	Ncr1	protein_coding	Ncr1	ensembl	26.9155	58.03	82.3932	73.2206	77.777	81.4413	52.7714	61.0481	88.9556	72.9649	49.6421	30.6955	53.4796	52.1893	63.9719	48.4357	99.5269	61.8117	48.7	78.2447	41.0251	68.7514
20	5170215	5175774	+	Ncr3	protein_coding	Ncr3	ensembl_havana	6.97809	14.3088	2.94261	4.94734	17.2838	9.25469	3.63941	13.6832	6.5893	5.61268	9.54657	5.58101	3.75296	8.5207	12.3817	3.87486	11.2866	4.33766	11.688	6.01882	6.67851	13.3067
3	10553589	10602673	-	Ncs1	protein_coding	Ncs1	ensembl_havana	86.7277	78.6982	102.991	100.926	81.0177	84.2177	73.698	72.6262	115.313	112.254	81.1458	94.8771	98.5151	85.207	71.1945	66.8413	111.839	84.5844	123.698	120.376	115.443	93.147
13	90451044	90467257	-	Ncstn	protein_coding	Ncstn	ensembl	1358.74	1531.02	1274.14	1559.4	1514.51	1309.53	1395.71	1377.81	1309.6	1289.8	1338.42	1503.15	1312.59	1306.85	1479.63	1352.32	1402.59	1977.97	1507.74	1752.68	1494.08	1423.82
5	126976456	127022940	+	Ndc1	protein_coding	Ndc1	ensembl	571.207	534.989	611.083	545.196	622.216	622.841	506.788	605.218	565.856	555.656	545.109	484.618	482.255	488.875	455.026	515.356	569.458	426.175	494.792	599.474	496.118	505.655
9	119839016	119871383	-	Ndc80	protein_coding	Ndc80	ensembl	5.98122	13.5138	21.5792	3.95787	32.4071	20.3603	13.6478	36.8394	24.7099	13.4704	12.4105	23.2542	21.5795	7.45561	15.4771	13.562	18.4689	14.0974	33.116	13.2414	14.3111	24.3956
10	860521	896939	-	Nde1	protein_coding	Nde1	ensembl	213.744	193.594	219.652	202.086	216.661	175.106	228.758	189.976	211.584	195.66	227.965	246.597	175.982	182.878	204.191	159.38	177.75	220.563	220.262	171.801	197.096	206.494
10	55411901	55444862	-	Ndel1	protein_coding	Ndel1	ensembl	1001.85	930.87	948.509	864.792	1016.49	1015.23	969.898	942.034	962.029	1043.96	1005.26	971.096	952.311	950.066	894.58	966.768	993.222	1136.47	1047.06	1301.28	975.068	954.752
18	31574821	31625275	+	Ndfip1	protein_coding	Ndfip1	ensembl	2639.71	3101.03	2681.7	3297.89	2739.48	2549.67	3026.17	2636.65	2699.14	2813.08	2511.7	2791.43	3005.18	2757.51	2849.85	3100.85	2633.87	3316.14	3068.1	3063.58	3027.27	2432.91
15	89407426	89458984	+	Ndfip2	protein_coding	Ndfip2	ensembl	560.241	588.249	610.102	764.858	652.463	579.344	559.559	646.268	627.631	534.327	551.792	586.006	587.338	610.295	603.606	621.914	599.213	762.344	583.426	784.854	629.688	608.782
1	122981755	122983352	+	Ndn	protein_coding	Ndn	ensembl	78.7528	100.956	80.4314	73.2206	81.0177	79.5904	79.1571	85.2568	71.6587	77.455	67.7806	89.2961	90.071	73.491	72.2263	79.4345	71.8235	95.4285	107.14	99.9124	89.6828	84.2759
3	2466544	2474914	-	Ndor1	protein_coding	Ndor1	ensembl	153.518	178.065	119.666	147.431	144.752	103.653	152.855	127.359	104.605	150.42	122.196	170.221	149.18	137.396	145.484	152.088	110.813	161.578	146.1	150.47	199.401	170.77
X	6791136	6815584	+	Ndp	protein_coding	Ndp	ensembl	8.78537	7.00569	4.93964	16.1945	6.80005	10.4864	6.87298	7.95148	5.18493	7.06633	7.63725	11.7108	11.8124	16.0912	16.8875	3.65881	6.45895	6.82636	7.35755	4.54659	14.414	5.58435
7	107734323	107775715	-	Ndrg1	protein_coding	Ndrg1	ensembl_havana	771.577	794.135	650.318	751.005	801.535	678.369	751.538	710.474	680.346	581.474	830.551	666.001	679.285	661.419	755.281	606.415	800.318	687.519	654.527	637.995	703.151	828.344
15	28305821	28314460	-	Ndrg2	protein_coding	Ndrg2	ensembl	534.321	506.368	393.329	647.114	435.336	434.971	523.167	415.76	387.121	358.089	570.884	396.251	394.998	544.261	566.464	504.697	437.097	600.764	416.871	464.654	461.772	451.318
19	9766439	9801943	-	Ndrg4	protein_coding	Ndrg4	ensembl	279.124	248.814	241.294	235.493	302.466	267.461	251.119	291.558	251.217	216.65	281.624	228.821	276.781	260.947	281.683	268.334	272.93	259.175	217.202	263.625	225.16	222.887
18	55955389	55992886	-	Ndst1	protein_coding	Ndst1	ensembl	3037.46	2768.74	2954.38	1947.27	1944.43	3220.63	3038	3740.78	2233.77	2763.68	3167.55	3389.53	3161.87	3061.06	3172.8	3146.38	2716.98	2328.24	3071.02	2123.44	2426.21	3098.25
15	3754262	3760664	+	Ndst2	protein_coding	Ndst2	ensembl	79.6647	65.2343	37.0305	65.4856	52.0694	39.9217	55.7187	35.0019	60.1299	17.8726	19.6257	45.2994	94.7749	54.3607	91.8614	70.9435	74.4304	10.4653	23.7023	50.4656	98.8538	64.2643
2	227738650	227890078	-	Ndst3	protein_coding	Ndst3	ensembl	2.99061	3.17972	0	0	0	0.925469	0	0	0	2.24507	0	3.72067	0	2.13017	1.0318	0.968714	0	1.08442	0.973999	0	1.90814	1.10889
6	62796456	62798385	-	Ndufa10l1	protein_coding	Ndufa10l1	ensembl | havana	187.059	182.107	211.966	247.854	208.137	168.524	207.935	181.241	193.864	204.914	197.156	179.733	179.222	183.636	198.659	219.268	193.919	247.694	185.557	190.944	202.069	180.282
9	10334090	10338217	-	Ndufa11	protein_coding	Ndufa11	ensembl	9.96871	17.4885	10.7896	18.7999	19.4443	12.0311	12.7379	15.7883	13.1786	15.7155	12.4105	6.51118	4.6912	9.58579	11.3499	6.781	7.18235	6.50649	19.48	19.2602	14.3111	8.87114
7	35125424	35167407	+	Ndufa12	protein_coding	Ndufa12	ensembl	8.97183	14.3088	8.82784	8.90521	6.48142	4.30708	4.32696	11.5781	9.88395	10.1028	4.54004	5.39206	7.50591	3.19526	3.09541	6.781	9.23445	5.42208	1.948	4.81506	7.63258	3.32668
16	21275311	21282247	+	Ndufa13	protein_coding	Ndufa13	ensembl	66.4879	84.8738	69.1312	128.333	103.886	66	71.699	59.5953	68.2908	87.6317	78.3145	60.8183	56.8729	73.0941	71.6348	66.2191	89.4272	77.0386	74.0267	81.8331	86.62	56.4647
18	29585671	29587761	-	Ndufa2	protein_coding	Ndufa2	ensembl	46.8529	72.3387	80.4314	115.768	80.9908	74.963	69.1488	70.5211	77.4243	71.8423	47.7328	57.6161	65.6767	58.5798	63.9719	82.3407	59.5109	92.1753	55.518	126.395	81.9907	55.4447
1	64172540	64175100	-	Ndufa3	protein_coding	Ndufa3	ensembl	0	0.794931	2.42794	0.010135	1.08024	3.45284	0.909852	3.92697	2.26313	0	1.39116	1.86034	3.67E-37	0	0	1.93743	0	1.08442	0	1.20376	3.41269	1.10889
4	38233680	38240849	-	Ndufa4	protein_coding	Ndufa4	ensembl	57.8185	96.1866	110.838	110.808	122.067	107.354	56.4108	92.6247	93.8976	131.337	58.2113	121.852	79.7503	88.3625	100.085	107.527	82.0571	97.5974	79.868	87.8748	93.4991	55.4447
7	70821957	70824086	+	Ndufa4l2	protein_coding	Ndufa4l2	ensembl	26.9155	38.1567	19.6174	20.7788	34.5676	37.9442	35.4842	25.2613	29.6519	24.6958	30.549	19.5335	31.9001	22.3668	12.3817	23.2491	22.5731	18.4351	37.986	27.6866	40.071	18.8512
4	51590413	51598772	-	Ndufa5	protein_coding	Ndufa5	ensembl	97.6933	154.992	120.274	184.73	114.975	97.758	118.154	72.1559	118.5	127.011	90.0381	100.981	104.722	96.4637	110.979	117.214	102.038	152.599	97.096	137.229	103.994	96.1822
7	123583062	123586920	-	Ndufa6	protein_coding	Ndufa6	ensembl	8.97183	19.8733	12.7513	4.94734	15.1233	11.1056	3.63941	7.36787	14.0023	19.0831	4.77328	9.30168	5.62943	7.45561	11.3499	5.81228	10.2605	9.75974	10.714	7.22258	13.357	7.76225
7	18683553	18696331	+	Ndufa7	protein_coding	Ndufa7	ensembl	26.9155	26.2327	40.2157	33.6419	31.3268	24.9877	13.6478	34.7343	22.2389	37.0437	25.7757	32.5559	24.3942	28.7574	30.9541	38.7486	25.5944	23.8571	28.246	24.0753	22.8977	26.6134
3	15362824	15379382	-	Ndufa8	protein_coding	Ndufa8	ensembl	193.393	214.631	181.461	174.146	236.572	170.286	297.522	196.827	205.092	225.63	207.16	226.031	227.054	186.362	192.947	206.336	181.611	229.896	259.084	204.64	205.126	232.868
4	159371259	159399635	-	Ndufa9	protein_coding	Ndufa9	ensembl	119.624	160.576	116.724	135.557	168.517	102.727	121.01	112.623	113.665	114.499	113.604	137.665	94.7622	149.112	125.88	105.59	95.4227	120.37	133.438	109.543	122.121	97.5826
1	192044216	192057613	-	Ndufab1	protein_coding	Ndufab1	ensembl	59.8122	67.5691	55.9096	34.6314	70.2153	57.3791	58.2305	70.5211	77.4243	60.617	67.7806	78.1341	52.5414	51.1242	57.7811	55.2167	66.6933	49.8831	72.076	39.7242	85.8665	69.8603
3	111458572	111469519	-	Ndufaf1	protein_coding	Ndufaf1	ensembl	127.599	155.012	151.054	196.904	146.912	155.479	169.232	162.093	148.259	166.135	160.382	172.081	178.265	159.763	148.58	170.494	166.22	190.857	187.008	181.768	190.814	135.285
2	39321741	39434561	-	Ndufaf2	protein_coding	Ndufaf2	ensembl	17.9437	15.1037	17.5366	23.7472	16.2035	9.25469	12.7379	18.946	16.4733	5.61268	16.2292	16.743	22.5177	22.3668	15.4771	15.4994	22.5731	27.1104	13.636	21.6677	16.2192	14.4156
8	117351629	117353673	-	Ndufaf3	protein_coding	Ndufaf3	ensembl	67.7872	73.1336	79.4506	83.1152	74.5363	46.2735	64.5995	66.3109	75.777	99.9057	54.4154	91.1565	52.5414	77.7514	56.7493	61.029	75.9277	91.0909	57.466	93.8936	70.6014	52.118
5	39251337	39257513	+	Ndufaf4	protein_coding	Ndufaf4	ensembl	255.199	209.067	212.849	208.778	243.053	299.852	215.635	228.404	250.393	241.345	236.755	247.425	273.966	238.58	231.124	253.803	274.981	228.812	228.89	235.938	249.967	231.759
3	133232432	133261974	+	Ndufaf5	protein_coding	Ndufaf5	ensembl	88.7215	81.8779	67.6801	134.568	93.9805	68.4847	83.7064	73.6787	79.8953	74.0874	69.6899	86.5056	90.071	84.1419	59.8447	66.8413	74.9017	114.948	103.244	127.599	100.178	65.4247
5	24297094	24320787	-	Ndufaf6	protein_coding	Ndufaf6	ensembl	9.96871	10.3341	12.7513	2.9684	10.8024	7.40375	9.09852	4.21021	9.88395	8.98029	8.59191	11.162	0.938239	8.5207	7.22263	9.68714	7.18235	5.42208	13.636	14.4452	11.4489	4.43557
6	1534594	1545829	+	Ndufaf7	protein_coding	Ndufaf7	ensembl	77.7106	45.2187	66.6992	87.0731	92.9003	56.4536	67.1919	72.4558	95.5449	63.9153	62.0527	69.7626	58.905	60.71	54.6857	61.9977	48.2244	71.5101	84.7379	95.0973	70.5344	69.8283
10	109278712	109280864	+	Ndufaf8	protein_coding	Ndufaf8	ensembl	12.9593	28.6175	22.56	44.526	23.7652	14.8075	21.8364	9.47298	22.2389	13.4704	6.6826	17.6732	11.2589	15.9763	12.3817	26.1553	11.2866	19.5195	18.506	31.2979	14.3111	19.9601
10	14090128	14092290	-	Ndufb10	protein_coding	Ndufb10	ensembl	60.8091	54.0553	29.4261	54.4207	65.8944	50.9008	36.3941	47.3649	39.5358	44.9015	23.8664	26.0447	53.4796	58.5798	59.8447	43.5921	42.0681	47.7143	42.856	72.2258	41.0251	47.6824
X	1787266	1789525	+	Ndufb11	protein_coding	Ndufb11	ensembl	400.742	431.647	320.745	729.237	332.713	265.61	465.844	289.452	275.927	330.026	351.314	364.626	454.108	476.094	510.743	377.798	328.336	602.935	347.718	562.158	470.358	337.103
4	67378188	67385267	+	Ndufb2	protein_coding	Ndufb2	ensembl	70.7778	147.857	90.2401	128.631	127.468	96.2488	60.9601	116.833	79.0716	99.9057	89.7377	115.341	113.527	87.3372	90.7988	98.8088	76.9538	84.5844	81.816	99.9124	100.178	84.2759
9	65478496	65488703	+	Ndufb3	protein_coding	Ndufb3	ensembl	16.9468	20.6682	27.4644	23.7472	18.364	22.2113	10.9182	24.2087	24.7099	16.838	14.3198	33.4861	30.9619	24.497	19.6043	20.343	19.495	7.59091	27.272	19.2602	16.2192	23.2868
11	65960277	65966899	+	Ndufb4	protein_coding	Ndufb4	ensembl	17.6231	13.576	27.5179	10.5632	16.11	28.9464	34.0762	39.5339	26.218	50.6059	22.9662	25.5317	10.4816	17.2673	30.3781	19.2841	15.8207	22.3156	34.2984	15.0808	14.7061	21.3961
2	119139717	119153754	+	Ndufb5	protein_coding	Ndufb5	ensembl	54.7251	64.6916	59.8331	85.6652	65.8944	69.2899	47.2014	64.2058	77.9629	53.8817	49.5258	67.7778	55.3391	56.6076	62.9401	60.0603	61.563	84.5844	62.336	65.0032	53.4281	49.9002
5	56567109	56576677	-	Ndufb6	protein_coding	Ndufb6	ensembl	11.0058	12.2157	11.0178	12.5477	10.8688	10.4373	7.56695	16.4924	9.02399	18.2364	12.8363	11.6756	9.43532	5.16335	20.3189	24.5676	7.5083	14.8195	11.9611	25.7837	10.1895	10.8153
19	24701049	24705406	+	Ndufb7	protein_coding	Ndufb7	ensembl	20.9343	38.1567	22.56	41.5576	34.5676	20.3603	21.8364	24.2087	19.7679	28.0634	21.0024	31.6257	25.3325	24.497	17.5407	21.3117	16.4168	31.448	22.402	37.3167	17.1733	23.2868
1	264298669	264303763	-	Ndufb8	protein_coding	Ndufb8	ensembl	268.158	450.726	256.988	683.722	413.73	275.79	333.006	275.769	340.173	341.251	291.17	279.05	270.213	319.526	380.736	334.206	266.773	540.039	277.59	621.142	350.145	271.679
7	98813040	98819453	+	Ndufb9	protein_coding	Ndufb9	ensembl	87.7246	62.7995	59.8331	72.2311	96.141	47.1989	64.5995	57.8904	85.6609	55.0043	68.7353	60.4609	45.9737	74.5561	86.6716	60.0603	67.7193	46.6299	64.284	80.6522	73.4636	57.6624
2	140462900	140464608	-	Ndufc1	protein_coding	Ndufc1	ensembl	797.496	743.26	552.23	1604.92	425.613	327.616	1068.17	387.34	518.084	517.489	983.296	694.836	1063.96	614.555	831.635	873.78	758.251	1277.44	1188.28	1353.03	1461.64	541.14
1	162369801	162376024	+	Ndufc2	protein_coding	Ndufc2	ensembl	51.8373	75.5184	67.6801	64.3154	98.3015	88.845	54.5911	79.9941	68.364	78.5775	43.9142	67.9023	62.862	60.71	85.6398	65.8725	72.8496	53.1364	63.31	49.3543	68.6932	76.5136
9	69919867	69953183	-	Ndufs1	protein_coding	Ndufs1	ensembl	838.368	1004	925.942	965.72	1013.26	917.14	907.122	973.612	855.786	992.322	927.926	992.489	877.254	922.366	901.797	1073.33	869.065	1127.79	1001.27	1085.8	920.68	1064.54
13	89606840	89619399	-	Ndufs2	protein_coding	Ndufs2	ensembl	414.698	455.495	321.726	482.86	472.063	325.765	419.442	368.394	402.771	369.314	366.588	396.252	362.16	365.325	354.941	356.487	368.352	400.149	377.912	373.167	441.736	379.241
3	79721694	79728880	-	Ndufs3	protein_coding	Ndufs3	ensembl	114.64	302.869	250.104	271.114	265.738	99.0252	93.7148	184.197	248.746	332.271	210.024	210.218	133.23	186.39	104.212	203.43	187.767	242.842	140.256	455.023	238.518	197.383
2	46372518	46476204	-	Ndufs4	protein_coding	Ndufs4	ensembl	218.315	255.968	255.026	384.903	265.738	255.43	222.914	262.086	271.809	245.835	232.936	219.52	250.51	238.58	269.301	224.742	245.226	285.201	229.864	418.91	323.431	222.888
5	141390580	141405454	-	Ndufs5	protein_coding	Ndufs5	ensembl	6.27194	2.80303	2.64188	1.06402	5.23673	6.95102	1.97749	9.05054	6.58009	1.26736	2.44719	6.34512	4.576	6.64599	2.63018	1.17518	1.39936	1.1614	5.55E-35	1.31023	1.33418	3.9101
2	26471173	26471585	+	Ndufs6	processed_pseudogene	Ndufs6	havana	2.11755	10.9189	14.5365	8.51942	12.4158	12.765	6.97927	8.21198	8.72691	8.82868	5.39392	8.73247	7.80771	8.94211	18.471	8.62363	7.94468	5.19474	7.35794	6.46504	8.09247	4.45047
7	12318757	12326393	-	Ndufs7	protein_coding	Ndufs7	ensembl	29.9061	31.0023	18.6365	32.6524	29.1664	23.1367	25.4759	19.9985	26.3572	30.3085	19.0931	27.905	30.9619	23.4319	24.7633	18.4056	18.4689	19.5195	26.298	20.464	26.714	17.7423
1	219141292	219144611	-	Ndufs8	protein_coding	Ndufs8	ensembl	56.8216	79.4931	58.8523	101.915	86.4189	63.8574	60.9601	58.943	73.306	92.048	57.2794	79.0643	64.7385	58.5798	58.8129	73.6223	67.7193	90.0065	74.024	97.5049	77.2799	75.4047
1	219254279	219259449	-	Ndufv1	protein_coding	Ndufv1	ensembl	155.512	143.088	121.628	130.61	165.276	116.609	136.478	122.096	115.313	130.214	141.289	163.71	150.118	134.201	160.962	135.62	104.657	103.019	179.216	110.746	128.8	141.938
9	113875703	113900191	-	Ndufv2	protein_coding	Ndufv2	ensembl	147.537	178.065	152.035	203.83	157.714	147.15	174.692	130.517	156.496	156.033	166.11	167.43	149.18	138.461	146.516	187.93	139.543	248.331	154.866	204.64	189.86	169.661
20	10265806	10275305	+	Ndufv3	protein_coding	Ndufv3	ensembl	226.289	232.12	186.365	156.336	196.603	211.933	201.077	190.512	205.916	211.037	186.158	199.056	205.475	233.254	184.693	161.775	180.585	140.974	196.748	158.897	172.687	192.947
3	37658563	37854562	-	Neb	protein_coding	Neb	ensembl_havana	635.006	497.627	655.222	282.988	319.75	650.605	673.29	706.263	628.454	465.853	676.856	713.443	518.845	465.444	533.444	454.327	517.129	424.006	524.012	432.151	464.633	605.456
17	84140489	84488602	-	Nebl	protein_coding	Nebl	ensembl_havana	478.498	391.106	532.613	424.481	389.965	636.722	444.008	656.794	572.446	605.047	566.111	556.241	451.293	549.585	496.298	509.543	553.041	418.584	540.569	326.22	406.435	633.178
5	28504558	28737720	-	Necab1	protein_coding	Necab1	ensembl	18.994	21.896	18.4345	41.2124	13.0406	32.8126	29.8726	21.3063	19.8468	23.6355	24.1174	39.3589	48.703	44.1457	13.8904	28.7358	25.2958	77.1658	33.3524	17.3011	21.7632	23.8732
19	52086325	52112630	+	Necab2	protein_coding	Necab2	ensembl	0.996871	1.58986	4.90436	0	4.32094	1.85094	0.909852	2.10511	3.29465	0	1.90931	0.930168	4.6912	2.13017	4.12722	3.87486	2.0521	4.33766	0	1.20376	1.90814	2.21779
3	150047826	150073722	-	Necab3	protein_coding	Necab3	ensembl	89.7183	103.341	108.877	110.82	160.955	107.354	95.5345	124.201	101.311	107.763	97.375	167.43	136.983	87.3372	121.753	91.0591	108.761	93.2597	141.23	90.2823	111.626	96.4737
4	155709613	155724791	+	Necap1	protein_coding	Necap1	ensembl	450.585	455.495	450.22	450.208	553.081	461.809	390.327	463.124	477.724	464.73	413.366	498.57	463.49	439.881	413.754	415.578	460.697	439.188	471.416	469.468	432.195	440.231
5	159589881	159602252	-	Necap2	protein_coding	Necap2	ensembl	289.092	309.228	270.72	247.367	355.398	294.299	271.136	263.138	252.864	245.835	274.941	247.425	257.078	249.23	260.015	245.085	286.268	220.136	254.214	239.549	302.441	245.065
8	48094673	48157306	+	Nectin1	protein_coding	Nectin1	ensembl	750.643	608.122	492.397	546.186	490.427	503.455	665.102	491.542	463.722	463.608	629.119	523.685	668.026	568.757	591.224	496.95	543.807	502.084	597.062	441.781	531.418	576.624
1	80631450	80666586	-	Nectin2	protein_coding	Nectin2	ensembl	497.575	426.878	394.31	500.67	480.705	306.33	456.746	351.553	336.878	454.628	450.598	522.754	463.49	369.585	478.758	404.922	329.362	561.727	487.974	562.158	526.648	377.023
11	57897879	57993549	-	Nectin3	protein_coding	Nectin3	ensembl	572.204	497.627	825.893	597.638	455.86	866.239	635.987	831.517	527.144	626.375	559.429	906.914	718.691	831.833	751.154	860.218	664.881	490.156	800.628	510.396	630.642	755.156
13	89755845	89774379	+	Nectin4	protein_coding	Nectin4	ensembl	427.657	531.809	408.042	535.302	422.372	381.293	446.737	511.541	513.142	598.312	436.278	522.754	436.281	481.419	491.139	552.167	435.045	687.519	435.378	535.675	523.786	464.626
7	33543828	33584565	-	Nedd1	protein_coding	Nedd1	ensembl	150.527	109.7	176.557	168.209	106.943	198.976	154.675	182.092	168.851	184.096	150.836	177.662	172.636	135.266	134.135	160.806	161.09	111.695	137.334	130.006	137.386	148.592
8	79323408	79408834	+	Nedd4	protein_coding	Nedd4	ensembl	13279.1	10585.3	13966	9501.15	12013.3	14610.4	11740.2	14191.6	13688.5	12798	13032.5	12345.3	12747.3	12593.9	12179.2	12327	14012	10265.4	11711.7	9908.34	11331.7	14020.5
18	60392376	60719721	+	Nedd4l	protein_coding	Nedd4l	ensembl	970.948	685.229	811.179	617.426	681.631	877.342	669.649	749.421	851.673	661.175	672.081	841.799	767.478	711.476	759.409	756.567	746.964	514.012	794.788	444.188	703.154	891.547
15	34340607	34352674	-	Nedd8	protein_coding	Nedd8	ensembl	162.49	182.834	164.786	276.061	202.004	155.479	230.193	176.829	166.38	202.057	156.564	178.592	190.463	166.154	204.297	197.618	154.934	259.175	209.41	296.126	241.38	179.641
17	22984844	23179702	+	Nedd9	protein_coding	Nedd9	ensembl	3024.53	3761.59	3754.85	3227.7	3380.06	3717.55	3475.68	3921.88	3194.94	3527.05	3890.16	4141.19	3426.43	3630.95	3778.52	3689.89	3549.2	4151.25	4433.59	4039.87	3619.82	3785.84
15	44799334	44804575	+	Nefl	protein_coding	Nefl	ensembl	0.996871	0.794931	0	0	1.08024	1.85094	0	0	2.47099	1.12254	0	0	2.81472	0	1.0318	3.87486	3.07815	2.16883	0.973999	0	1.90814	2.21779
2	262914327	263650442	+	Negr1	protein_coding	Negr1	ensembl	5.98122	10.3341	8.82784	3.95787	9.72213	6.47828	2.72956	5.26277	14.0023	10.1028	4.77328	10.2318	5.62943	4.26035	11.3499	1.93743	15.3908	7.59091	8.76599	4.81506	14.3111	8.87114
8	61817258	61823103	-	Neil1	protein_coding	Neil1	ensembl	14.9531	23.8479	24.5218	28.6945	21.6047	22.2113	14.5576	24.2087	32.9465	33.6761	30.549	16.743	23.456	23.4319	27.8587	17.4368	22.5731	20.6039	22.402	27.6866	28.6222	19.9601
16	41079444	41138506	+	Neil3	protein_coding	Neil3	ensembl	0	3.17972	3.92348	0	2.16047	5.55282	0	2.10511	0	3.36761	1.90931	2.7905	5.62943	0	3.09541	1.93743	2.0521	3.25325	0.973999	2.40753	2.86222	0
16	32321010	32439422	-	Nek1	protein_coding	Nek1	ensembl	366.625	362.199	415.121	459.919	342.308	389.336	369.095	422.771	420.595	478.304	366.311	426.613	403.114	381.053	369.04	466.7	457.402	466.168	391.229	430.904	384.284	417.722
15	11632759	11812486	-	Nek10	protein_coding	Nek10	ensembl	35.8873	58.8249	66.6992	59.368	22.685	39.7952	49.132	63.1532	76.6006	53.8817	72.5539	79.9944	43.159	48.994	40.2404	57.1541	83.1101	49.8831	42.856	60.1882	79.188	73.187
8	113787128	113937098	-	Nek11	protein_coding	Nek11	ensembl	54.5654	39.5304	64.4561	87.8068	64.4803	46.8778	38.6291	57.592	71.8058	66.7821	35.6448	54.4343	57.8241	55.4282	63.5906	47.6454	61.8289	57.9219	51.135	45.7405	88.4289	62.2615
13	110511668	110522770	+	Nek2	protein_coding	Nek2	ensembl	9.12898	19.7529	31.0082	6.65697	33.4178	11.044	26.5369	19.7207	6.74209	21.8481	15.4818	26.7779	23.1589	16.0472	19.2354	18.9396	26.2425	9.80896	25.0052	5.05019	17.709	18.3635
16	74785281	74806150	+	Nek3	protein_coding	Nek3	ensembl	32.8967	70.7488	45.1201	73.2205	31.3269	49.0499	70.9685	51.5751	39.5358	58.3719	44.8689	29.7654	45.0355	50.0591	41.2722	60.0603	44.1202	80.2467	59.414	105.931	61.0606	27.7223
16	7035068	7075555	+	Nek4	protein_coding	Nek4	ensembl	181.431	170.91	156.939	162.273	150.153	157.33	179.241	155.778	213.329	175.116	211.934	170.221	184.833	146.982	190.884	168.556	175.455	147.481	154.866	111.95	192.723	205.145
16	74810938	74848114	+	Nek5	protein_coding	Nek5	ensembl	144.546	122.419	167.729	137.536	115.585	119.386	114.641	104.203	209.21	132.459	128.879	155.338	132.292	91.5975	103.18	144.338	159.038	105.188	131.49	83.0597	204.171	150.809
3	22811927	22888599	+	Nek6	protein_coding	Nek6	ensembl	229.28	312.407	277.587	376.986	404.008	313.735	242.931	313.661	363.236	303.084	310.264	248.355	282.41	429.231	344.622	278.99	345.779	264.598	277.59	494.748	331.063	351.519
13	55488531	55561751	-	Nek7	protein_coding	Nek7	ensembl	658.93	845.004	1138.79	1091.38	694.596	1014.33	920.775	1159.91	943.909	1223.56	718.856	927.372	844.408	1140.7	873.938	1101.42	1040.41	1287.19	834.719	1438.49	955.97	851.634
10	65425771	65437144	-	Nek8	protein_coding	Nek8	ensembl	116.634	104.931	100.049	93.9994	106.943	129.566	87.3458	117.886	93.8976	111.131	88.7831	119.992	97.5769	101.183	131.039	86.2155	93.3706	79.1623	102.27	69.8183	123.075	102.018
6	109124330	109162268	-	Nek9	protein_coding	Nek9	ensembl	736.687	669.332	757.232	480.881	652.463	758.885	681.479	713.631	672.109	583.719	749.405	684.604	668.964	691.242	673.769	683.912	754.147	499.915	667.19	514.007	603.928	788.423
14	82093837	82117907	+	Nelfa	protein_coding	Nelfa	ensembl	101.681	118.445	120.647	84.1047	142.591	132.342	91.8951	113.676	126.844	114.499	90.6924	121.852	119.156	101.183	108.34	123.995	109.787	79.1623	125.646	80.6522	96.3613	120.869
3	2414451	2431149	-	Nelfb	protein_coding	Nelfb	ensembl	550.273	552.477	462.971	492.755	535.797	532.145	565.928	455.756	485.961	469.22	539.381	495.78	583.585	532.544	500.425	529.886	490.452	409.909	508.428	575.399	523.786	476.824
3	172510874	172526741	+	Nelfcd	protein_coding	Nelfcd	ensembl	309.03	292.535	253.065	275.072	287.343	265.61	277.505	251.56	239.686	225.63	288.306	281.841	267.398	263.077	294.064	254.772	231.887	210.377	292.2	190.195	268.094	299.401
